date,close
12/1/1969,0.796274006
12/2/1969,0.791266024
12/3/1969,0.782501996
12/4/1969,0.800029993
12/5/1969,0.79251802
12/8/1969,0.773738027
12/9/1969,0.78125
12/10/1969,0.800029993
12/11/1969,0.797526002
12/12/1969,0.787509978
12/15/1969,0.778746009
12/16/1969,0.759966016
12/17/1969,0.749949992
12/18/1969,0.753705978
12/19/1969,0.773738027
12/22/1969,0.763722003
12/23/1969,0.767477989
12/24/1969,0.773738027
12/26/1969,0.778746009
12/29/1969,0.76998198
12/30/1969,0.771233976
12/31/1969,0.776242018
1/2/1970,0.767477989
1/5/1970,0.763722003
1/6/1970,0.741186023
1/7/1970,0.744942009
1/8/1970,0.751201987
1/9/1970,0.732421994
1/12/1970,0.731169999
1/13/1970,0.73367399
1/14/1970,0.747446001
1/15/1970,0.748697996
1/16/1970,0.744942009
1/19/1970,0.731169999
1/20/1970,0.73367399
1/21/1970,0.741186023
1/22/1970,0.742438018
1/23/1970,0.731169999
1/26/1970,0.731169999
1/27/1970,0.742438018
1/28/1970,0.742438018
1/29/1970,0.734925985
1/30/1970,0.724910021
2/2/1970,0.732421994
2/3/1970,0.727414012
2/4/1970,0.727414012
2/5/1970,0.69986999
2/6/1970,0.702373981
2/9/1970,0.702373981
2/10/1970,0.691106021
2/11/1970,0.704877973
2/12/1970,0.701121986
2/13/1970,0.689854026
2/16/1970,0.694862008
2/17/1970,0.687349975
2/18/1970,0.696114004
2/19/1970,0.696114004
2/20/1970,0.687349975
2/24/1970,0.689854026
2/25/1970,0.692358017
2/26/1970,0.688601971
2/27/1970,0.706130028
3/2/1970,0.718649983
3/3/1970,0.741186023
3/4/1970,0.746194005
3/5/1970,0.748697996
3/6/1970,0.744942009
3/9/1970,0.738681972
3/10/1970,0.736177981
3/11/1970,0.719901979
3/12/1970,0.714893997
3/13/1970,0.703625977
3/16/1970,0.692358017
3/17/1970,0.703625977
3/18/1970,0.703625977
3/19/1970,0.702373981
3/20/1970,0.69986999
3/23/1970,0.709886014
3/24/1970,0.718649983
3/25/1970,0.739934027
3/26/1970,0.742438018
3/30/1970,0.736177981
3/31/1970,0.738681972
4/1/1970,0.746194005
4/2/1970,0.746194005
4/3/1970,0.743690014
4/6/1970,0.746194005
4/7/1970,0.753705978
4/8/1970,0.752453983
4/9/1970,0.759966016
4/10/1970,0.764973998
4/13/1970,0.762470007
4/14/1970,0.747446001
4/15/1970,0.751201987
4/16/1970,0.753705978
4/17/1970,0.75871402
4/20/1970,0.757462025
4/21/1970,0.761218011
4/22/1970,0.743690014
4/23/1970,0.73367399
4/24/1970,0.726162016
4/27/1970,0.707382023
4/28/1970,0.697365999
4/29/1970,0.714893997
4/30/1970,0.713642001
5/1/1970,0.714893997
5/4/1970,0.691106021
5/5/1970,0.682341993
5/6/1970,0.693610013
5/7/1970,0.702373981
5/8/1970,0.693610013
5/11/1970,0.694862008
5/12/1970,0.68609798
5/13/1970,0.666065991
5/14/1970,0.657302022
5/15/1970,0.667317986
5/18/1970,0.674830019
5/19/1970,0.671073973
5/20/1970,0.643530011
5/21/1970,0.636017978
5/22/1970,0.638522029
5/25/1970,0.618489981
5/26/1970,0.605970025
5/27/1970,0.629758
5/28/1970,0.639774024
5/29/1970,0.664813995
6/1/1970,0.673578024
6/2/1970,0.671073973
6/3/1970,0.682341993
6/4/1970,0.677334011
6/5/1970,0.667317986
6/8/1970,0.674830019
6/9/1970,0.673578024
6/10/1970,0.666065991
6/11/1970,0.662310004
6/12/1970,0.659806013
6/15/1970,0.659806013
6/16/1970,0.676082015
6/17/1970,0.674830019
6/18/1970,0.68609798
6/19/1970,0.698617995
6/22/1970,0.704877973
6/23/1970,0.692358017
6/24/1970,0.689854026
6/25/1970,0.687349975
6/26/1970,0.674830019
6/29/1970,0.674830019
6/30/1970,0.676082015
7/1/1970,0.678586006
7/2/1970,0.68609798
7/6/1970,0.673578024
7/7/1970,0.673578024
7/8/1970,0.679838002
7/9/1970,0.681089997
7/10/1970,0.717397988
7/13/1970,0.72240603
7/14/1970,0.721153975
7/15/1970,0.723658025
7/16/1970,0.751201987
7/17/1970,0.767477989
7/20/1970,0.759966016
7/21/1970,0.742438018
7/22/1970,0.747446001
7/23/1970,0.761218011
7/24/1970,0.767477989
7/27/1970,0.757462025
